OrderID,CustomerID,ProductID,OrderDate,ShipDate,Quantity,GrossRevenue,DiscountPct,NetRevenue,COGS,GrossMargin,LeadTimeDays,ShipMode
ORD-01257,CUST-010,GFV-C003,2024-05-22,2024-05-29,2,39.98,0.1,35.98,15.0,20.98,7,Courier
ORD-01258,CUST-006,GFV-S002,2024-05-05,2024-05-10,5,49.95,0,49.95,17.5,32.45,5,Air
ORD-01259,CUST-011,GFV-O002,2024-05-06,2024-05-10,5,149.95,0.1,134.95,50.0,84.95,4,Air
ORD-01260,CUST-009,GFV-S002,2024-05-22,2024-05-26,5,49.95,0,49.95,17.5,32.45,4,Sea
ORD-01261,CUST-016,GFV-N002,2024-05-15,2024-05-22,20,179.8,0.1,161.82,70.0,91.82,7,Air
ORD-01262,CUST-009,GFV-A002,2024-05-13,2024-05-20,1,8.99,0.1,8.09,3.2,4.89,7,Sea
ORD-01263,CUST-018,GFV-S003,2024-05-30,2024-06-02,2,23.98,0.05,22.78,8.0,14.78,3,Air
ORD-01264,CUST-013,GFV-C003,2024-05-11,2024-05-19,5,99.95,0.15,84.96,37.5,47.46,8,Sea
ORD-01265,CUST-008,GFV-C004,2024-05-24,2024-05-27,50,899.5,0,899.5,350.0,549.5,3,Sea
ORD-01266,CUST-011,GFV-O003,2024-05-20,2024-05-23,2,69.98,0,69.98,26.0,43.98,3,Road
ORD-01267,CUST-008,GFV-F003,2024-05-11,2024-05-14,1,7.99,0,7.99,3.2,4.79,3,Sea
ORD-01268,CUST-006,GFV-A002,2024-05-03,2024-05-09,10,89.9,0,89.9,32.0,57.9,6,Sea
ORD-01269,CUST-012,GFV-C004,2024-05-14,2024-05-18,20,359.8,0.1,323.82,140.0,183.82,4,Sea
ORD-01270,CUST-012,GFV-A003,2024-05-09,2024-05-19,20,189.8,0.1,170.82,70.0,100.82,10,Sea
ORD-01271,CUST-015,GFV-G001,2024-05-11,2024-05-14,5,69.95,0.15,59.46,25.0,34.46,3,Courier
ORD-01272,CUST-012,GFV-A001,2024-05-03,2024-05-07,10,79.9,0.05,75.91,28.0,47.91,4,Sea
ORD-01273,CUST-020,GFV-S004,2024-05-17,2024-05-23,1,8.99,0.1,8.09,3.5,4.59,6,Air
ORD-01274,CUST-008,GFV-S004,2024-05-10,2024-05-13,20,179.8,0,179.8,70.0,109.8,3,Road
ORD-01275,CUST-004,GFV-S003,2024-05-16,2024-05-20,20,239.8,0,239.8,80.0,159.8,4,Courier
ORD-01276,CUST-004,GFV-F003,2024-05-24,2024-06-02,20,159.8,0.1,143.82,64.0,79.82,9,Courier
ORD-01277,CUST-014,GFV-S004,2024-05-21,2024-05-29,50,449.5,0,449.5,175.0,274.5,8,Sea
ORD-01278,CUST-018,GFV-A004,2024-05-07,2024-05-12,100,699.0,0.1,629.1,250.0,379.1,5,Sea
ORD-01279,CUST-011,GFV-S002,2024-05-20,2024-05-29,10,99.9,0,99.9,35.0,64.9,9,Courier
ORD-01280,CUST-001,GFV-S001,2024-05-03,2024-05-13,50,649.5,0,649.5,225.0,424.5,10,Sea
ORD-01281,CUST-015,GFV-S003,2024-05-19,2024-05-24,5,59.95,0,59.95,20.0,39.95,5,Courier
ORD-01282,CUST-004,GFV-O003,2024-05-10,2024-05-13,5,174.95,0,174.95,65.0,109.95,3,Road
ORD-01283,CUST-013,GFV-F001,2024-05-19,2024-05-24,50,349.5,0.05,332.02,150.0,182.02,5,Road
ORD-01284,CUST-009,GFV-O003,2024-05-13,2024-05-17,10,349.9,0.1,314.91,130.0,184.91,4,Sea
ORD-01285,CUST-010,GFV-G003,2024-05-27,2024-06-06,10,69.9,0.15,59.42,28.0,31.42,10,Road
ORD-01286,CUST-011,GFV-S002,2024-05-20,2024-05-25,5,49.95,0.05,47.45,17.5,29.95,5,Courier
ORD-01287,CUST-012,GFV-C003,2024-05-10,2024-05-14,5,99.95,0.1,89.95,37.5,52.45,4,Sea
ORD-01288,CUST-001,GFV-N002,2024-05-05,2024-05-15,20,179.8,0,179.8,70.0,109.8,10,Courier
ORD-01289,CUST-008,GFV-G002,2024-05-30,2024-06-04,10,79.9,0.05,75.91,30.0,45.91,5,Air
ORD-01290,CUST-020,GFV-C004,2024-05-14,2024-05-23,10,179.9,0.05,170.91,70.0,100.91,9,Sea
ORD-01291,CUST-005,GFV-G003,2024-05-25,2024-05-30,20,139.8,0.05,132.81,56.0,76.81,5,Courier
ORD-01292,CUST-013,GFV-A003,2024-05-21,2024-05-28,10,94.9,0.05,90.16,35.0,55.16,7,Sea
ORD-01293,CUST-018,GFV-O001,2024-06-08,2024-06-13,20,299.8,0.1,269.82,110.0,159.82,5,Sea
ORD-01294,CUST-019,GFV-S001,2024-06-09,2024-06-15,5,64.95,0.05,61.7,22.5,39.2,6,Sea
ORD-01295,CUST-002,GFV-G001,2024-06-01,2024-06-03,50,699.5,0,699.5,250.0,449.5,2,Air
ORD-01296,CUST-017,GFV-S002,2024-06-17,2024-06-26,50,499.5,0,499.5,175.0,324.5,9,Road
ORD-01297,CUST-013,GFV-O002,2024-06-17,2024-06-29,10,299.9,0.1,269.91,100.0,169.91,12,Air
ORD-01298,CUST-015,GFV-O001,2024-06-04,2024-06-10,50,749.5,0,749.5,275.0,474.5,6,Sea
ORD-01299,CUST-013,GFV-C001,2024-06-30,2024-07-07,100,2499.0,0.1,2249.1,900.0,1349.1,7,Air
ORD-01300,CUST-013,GFV-N002,2024-06-04,2024-06-06,10,89.9,0,89.9,35.0,54.9,2,Courier
ORD-01301,CUST-004,GFV-S001,2024-06-06,2024-06-09,5,64.95,0,64.95,22.5,42.45,3,Air
ORD-01302,CUST-005,GFV-S003,2024-06-15,2024-06-21,2,23.98,0,23.98,8.0,15.98,6,Sea
ORD-01303,CUST-017,GFV-O004,2024-06-09,2024-06-21,20,399.8,0.05,379.81,150.0,229.81,12,Sea
ORD-01304,CUST-008,GFV-F001,2024-06-03,2024-06-07,2,13.98,0,13.98,6.0,7.98,4,Sea
ORD-01305,CUST-015,GFV-C001,2024-06-16,2024-06-21,2,49.98,0.1,44.98,18.0,26.98,5,Air
ORD-01306,CUST-020,GFV-C004,2024-06-22,2024-06-28,5,89.95,0.1,80.95,35.0,45.95,6,Courier
ORD-01307,CUST-019,GFV-F001,2024-06-20,2024-06-25,50,349.5,0.05,332.02,150.0,182.02,5,Road
ORD-01308,CUST-008,GFV-F003,2024-06-20,2024-06-25,100,799.0,0.1,719.1,320.0,399.1,5,Road
ORD-01309,CUST-012,GFV-O001,2024-06-22,2024-06-26,50,749.5,0.1,674.55,275.0,399.55,4,Air
ORD-01310,CUST-008,GFV-S001,2024-06-15,2024-06-24,1,12.99,0,12.99,4.5,8.49,9,Road
ORD-01311,CUST-005,GFV-O004,2024-06-23,2024-06-30,20,399.8,0.1,359.82,150.0,209.82,7,Courier
ORD-01312,CUST-004,GFV-A003,2024-06-17,2024-06-22,100,949.0,0.1,854.1,350.0,504.1,5,Air
ORD-01313,CUST-001,GFV-G002,2024-06-21,2024-06-25,5,39.95,0.05,37.95,15.0,22.95,4,Courier
ORD-01314,CUST-015,GFV-O001,2024-06-13,2024-06-20,10,149.9,0.15,127.42,55.0,72.42,7,Courier
ORD-01315,CUST-018,GFV-G002,2024-06-22,2024-07-01,10,79.9,0.05,75.91,30.0,45.91,9,Sea
ORD-01316,CUST-012,GFV-G001,2024-06-28,2024-07-03,10,139.9,0,139.9,50.0,89.9,5,Air
ORD-01317,CUST-020,GFV-O004,2024-06-10,2024-06-18,5,99.95,0.05,94.95,37.5,57.45,8,Air
ORD-01318,CUST-005,GFV-S003,2024-06-16,2024-06-22,5,59.95,0.15,50.96,20.0,30.96,6,Air
ORD-01319,CUST-014,GFV-S002,2024-06-04,2024-06-09,50,499.5,0,499.5,175.0,324.5,5,Courier
ORD-01320,CUST-014,GFV-A004,2024-06-25,2024-06-29,10,69.9,0.15,59.42,25.0,34.42,4,Air
ORD-01321,CUST-011,GFV-G002,2024-06-22,2024-06-25,10,79.9,0.1,71.91,30.0,41.91,3,Road
ORD-01322,CUST-012,GFV-A002,2024-06-28,2024-07-01,2,17.98,0,17.98,6.4,11.58,3,Courier
ORD-01323,CUST-012,GFV-O003,2024-06-21,2024-06-27,50,1749.5,0,1749.5,650.0,1099.5,6,Air
ORD-01324,CUST-002,GFV-G002,2024-06-10,2024-06-12,10,79.9,0,79.9,30.0,49.9,2,Air
ORD-01325,CUST-016,GFV-O002,2024-06-19,2024-06-23,10,299.9,0,299.9,100.0,199.9,4,Air
ORD-01326,CUST-016,GFV-O003,2024-06-19,2024-06-24,5,174.95,0,174.95,65.0,109.95,5,Sea
ORD-01327,CUST-012,GFV-C004,2024-06-17,2024-06-23,10,179.9,0.05,170.91,70.0,100.91,6,Courier
ORD-01328,CUST-019,GFV-S004,2024-06-11,2024-06-14,10,89.9,0.05,85.41,35.0,50.41,3,Road
ORD-01329,CUST-016,GFV-G001,2024-06-05,2024-06-12,1,13.99,0,13.99,5.0,8.99,7,Air
ORD-01330,CUST-014,GFV-N001,2024-06-09,2024-06-23,20,499.8,0,499.8,200.0,299.8,14,Road
ORD-01331,CUST-001,GFV-F003,2024-06-23,2024-07-05,5,39.95,0.1,35.96,16.0,19.96,12,Sea
ORD-01332,CUST-018,GFV-G003,2024-06-23,2024-06-30,5,34.95,0.05,33.2,14.0,19.2,7,Courier
ORD-01333,CUST-013,GFV-S002,2024-06-10,2024-06-22,100,999.0,0.05,949.05,350.0,599.05,12,Road
ORD-01334,CUST-020,GFV-G003,2024-06-14,2024-06-21,10,69.9,0,69.9,28.0,41.9,7,Road
ORD-01335,CUST-004,GFV-N003,2024-06-10,2024-06-17,10,119.9,0,119.9,45.0,74.9,7,Air
ORD-01336,CUST-007,GFV-A003,2024-06-28,2024-07-08,5,47.45,0,47.45,17.5,29.95,10,Courier
ORD-01337,CUST-005,GFV-G002,2024-06-10,2024-06-19,5,39.95,0.1,35.96,15.0,20.96,9,Road
ORD-01338,CUST-003,GFV-S001,2024-06-24,2024-07-03,10,129.9,0.2,103.92,45.0,58.92,9,Sea
ORD-01339,CUST-007,GFV-N001,2024-06-30,2024-07-02,5,124.95,0,124.95,50.0,74.95,2,Road
ORD-01340,CUST-004,GFV-G002,2024-06-19,2024-06-24,10,79.9,0,79.9,30.0,49.9,5,Sea
ORD-01341,CUST-013,GFV-S002,2024-06-13,2024-06-18,20,199.8,0,199.8,70.0,129.8,5,Air
ORD-01342,CUST-016,GFV-O002,2024-06-25,2024-06-30,5,149.95,0.1,134.95,50.0,84.95,5,Road
ORD-01343,CUST-002,GFV-N001,2024-06-01,2024-06-03,20,499.8,0.15,424.83,200.0,224.83,2,Sea
ORD-01344,CUST-020,GFV-N001,2024-06-01,2024-06-07,5,124.95,0.1,112.45,50.0,62.45,6,Sea
ORD-01345,CUST-013,GFV-O003,2024-06-13,2024-06-18,5,174.95,0,174.95,65.0,109.95,5,Road
ORD-01346,CUST-017,GFV-N003,2024-06-03,2024-06-10,5,59.95,0.1,53.96,22.5,31.46,7,Air
ORD-01347,CUST-011,GFV-N002,2024-06-13,2024-06-19,10,89.9,0.05,85.41,35.0,50.41,6,Air
ORD-01348,CUST-019,GFV-C004,2024-06-25,2024-07-02,5,89.95,0.05,85.45,35.0,50.45,7,Sea
ORD-01349,CUST-016,GFV-C004,2024-06-01,2024-06-07,1,17.99,0.05,17.09,7.0,10.09,6,Sea
ORD-01350,CUST-016,GFV-C002,2024-06-03,2024-06-09,2,45.98,0,45.98,17.0,28.98,6,Road
ORD-01351,CUST-004,GFV-A004,2024-06-12,2024-06-24,1,6.99,0,6.99,2.5,4.49,12,Road
ORD-01352,CUST-004,GFV-N001,2024-06-22,2024-06-27,20,499.8,0.05,474.81,200.0,274.81,5,Road
ORD-01353,CUST-005,GFV-C004,2024-06-20,2024-06-25,20,359.8,0,359.8,140.0,219.8,5,Air
ORD-01354,CUST-016,GFV-S003,2024-06-07,2024-06-10,100,1199.0,0.05,1139.05,400.0,739.05,3,Sea
ORD-01355,CUST-004,GFV-A002,2024-06-19,2024-06-23,10,89.9,0.05,85.41,32.0,53.41,4,Road
ORD-01356,CUST-004,GFV-O004,2024-06-13,2024-06-19,2,39.98,0,39.98,15.0,24.98,6,Courier
ORD-01357,CUST-005,GFV-A003,2024-06-23,2024-06-26,20,189.8,0.2,151.84,70.0,81.84,3,Sea
ORD-01358,CUST-013,GFV-N002,2024-06-23,2024-06-27,20,179.8,0.05,170.81,70.0,100.81,4,Sea
ORD-01359,CUST-008,GFV-C001,2024-06-11,2024-06-25,100,2499.0,0,2499.0,900.0,1599.0,14,Road
ORD-01360,CUST-013,GFV-O003,2024-06-04,2024-06-09,2,69.98,0.05,66.48,26.0,40.48,5,Road
ORD-01361,CUST-006,GFV-S004,2024-06-30,2024-07-04,5,44.95,0,44.95,17.5,27.45,4,Sea
ORD-01362,CUST-015,GFV-C004,2024-06-13,2024-06-23,5,89.95,0.1,80.95,35.0,45.95,10,Road
ORD-01363,CUST-010,GFV-N002,2024-06-19,2024-06-27,5,44.95,0.05,42.7,17.5,25.2,8,Road
ORD-01364,CUST-002,GFV-C002,2024-06-18,2024-06-22,5,114.95,0.15,97.71,42.5,55.21,4,Courier
ORD-01365,CUST-014,GFV-N003,2024-06-06,2024-06-10,10,119.9,0.15,101.92,45.0,56.92,4,Courier
ORD-01366,CUST-005,GFV-A004,2024-06-16,2024-06-22,10,69.9,0,69.9,25.0,44.9,6,Sea
ORD-01367,CUST-014,GFV-C002,2024-06-05,2024-06-09,50,1149.5,0.05,1092.02,425.0,667.02,4,Road
ORD-01368,CUST-013,GFV-O003,2024-06-23,2024-07-01,20,699.8,0,699.8,260.0,439.8,8,Road
ORD-01369,CUST-006,GFV-O003,2024-07-26,2024-07-31,10,349.9,0.1,314.91,130.0,184.91,5,Sea
ORD-01370,CUST-002,GFV-F002,2024-07-10,2024-07-16,10,99.9,0,99.9,38.0,61.9,6,Air
ORD-01371,CUST-014,GFV-C003,2024-07-21,2024-07-23,5,99.95,0,99.95,37.5,62.45,2,Road
ORD-01372,CUST-016,GFV-C001,2024-07-18,2024-07-28,100,2499.0,0.05,2374.05,900.0,1474.05,10,Sea
ORD-01373,CUST-013,GFV-A004,2024-07-16,2024-07-21,50,349.5,0.1,314.55,125.0,189.55,5,Courier
ORD-01374,CUST-018,GFV-G002,2024-07-01,2024-07-07,1,7.99,0.05,7.59,3.0,4.59,6,Road
ORD-01375,CUST-013,GFV-N002,2024-07-08,2024-07-22,20,179.8,0,179.8,70.0,109.8,14,Courier
ORD-01376,CUST-018,GFV-G003,2024-07-31,2024-08-03,10,69.9,0,69.9,28.0,41.9,3,Air
ORD-01377,CUST-011,GFV-C002,2024-07-12,2024-07-20,10,229.9,0,229.9,85.0,144.9,8,Road
ORD-01378,CUST-013,GFV-N003,2024-07-04,2024-07-08,50,599.5,0.15,509.57,225.0,284.57,4,Road
ORD-01379,CUST-006,GFV-C001,2024-07-10,2024-07-15,20,499.8,0.05,474.81,180.0,294.81,5,Sea
ORD-01380,CUST-018,GFV-A003,2024-07-30,2024-08-03,10,94.9,0.15,80.67,35.0,45.67,4,Courier
ORD-01381,CUST-010,GFV-O001,2024-07-29,2024-08-04,1,14.99,0.05,14.24,5.5,8.74,6,Road
ORD-01382,CUST-007,GFV-G002,2024-07-12,2024-07-14,5,39.95,0,39.95,15.0,24.95,2,Air
ORD-01383,CUST-002,GFV-N002,2024-07-14,2024-07-19,50,449.5,0.05,427.02,175.0,252.02,5,Courier
ORD-01384,CUST-013,GFV-S004,2024-07-01,2024-07-04,10,89.9,0,89.9,35.0,54.9,3,Road
ORD-01385,CUST-011,GFV-F001,2024-07-14,2024-07-23,2,13.98,0.05,13.28,6.0,7.28,9,Courier
ORD-01386,CUST-014,GFV-C001,2024-07-06,2024-07-09,10,249.9,0.15,212.41,90.0,122.41,3,Sea
ORD-01387,CUST-001,GFV-O002,2024-07-04,2024-07-07,10,299.9,0,299.9,100.0,199.9,3,Air
ORD-01388,CUST-019,GFV-A004,2024-07-06,2024-07-12,100,699.0,0,699.0,250.0,449.0,6,Courier
ORD-01389,CUST-013,GFV-S001,2024-07-18,2024-07-23,5,64.95,0.1,58.46,22.5,35.96,5,Courier
ORD-01390,CUST-014,GFV-O002,2024-07-17,2024-07-24,2,59.98,0.2,47.98,20.0,27.98,7,Air
ORD-01391,CUST-011,GFV-G003,2024-07-05,2024-07-08,20,139.8,0,139.8,56.0,83.8,3,Road
ORD-01392,CUST-014,GFV-O003,2024-07-14,2024-07-26,10,349.9,0,349.9,130.0,219.9,12,Air
ORD-01393,CUST-012,GFV-G002,2024-07-25,2024-07-30,10,79.9,0,79.9,30.0,49.9,5,Air
ORD-01394,CUST-014,GFV-A004,2024-07-28,2024-08-01,50,349.5,0,349.5,125.0,224.5,4,Air
ORD-01395,CUST-012,GFV-S003,2024-07-23,2024-07-30,100,1199.0,0.05,1139.05,400.0,739.05,7,Sea
ORD-01396,CUST-008,GFV-F001,2024-07-08,2024-07-10,100,699.0,0.15,594.15,300.0,294.15,2,Courier
ORD-01397,CUST-002,GFV-C002,2024-07-01,2024-07-07,10,229.9,0.05,218.41,85.0,133.41,6,Sea
ORD-01398,CUST-009,GFV-N002,2024-07-08,2024-07-12,10,89.9,0,89.9,35.0,54.9,4,Air
ORD-01399,CUST-019,GFV-G001,2024-07-09,2024-07-13,10,139.9,0,139.9,50.0,89.9,4,Air
ORD-01400,CUST-001,GFV-G002,2024-07-06,2024-07-07,5,39.95,0,39.95,15.0,24.95,1,Road
ORD-01401,CUST-008,GFV-F001,2024-07-30,2024-08-05,50,349.5,0,349.5,150.0,199.5,6,Road
ORD-01402,CUST-001,GFV-N003,2024-07-04,2024-07-06,20,239.8,0,239.8,90.0,149.8,2,Road
ORD-01403,CUST-014,GFV-A001,2024-07-24,2024-08-01,10,79.9,0,79.9,28.0,51.9,8,Road
ORD-01404,CUST-002,GFV-C004,2024-07-07,2024-07-13,2,35.98,0.1,32.38,14.0,18.38,6,Air
ORD-01405,CUST-018,GFV-A003,2024-07-02,2024-07-08,50,474.5,0,474.5,175.0,299.5,6,Courier
ORD-01406,CUST-019,GFV-A002,2024-07-30,2024-08-01,5,44.95,0.1,40.46,16.0,24.46,2,Sea
ORD-01407,CUST-001,GFV-S003,2024-07-18,2024-07-25,10,119.9,0.1,107.91,40.0,67.91,7,Road
ORD-01408,CUST-013,GFV-C004,2024-07-29,2024-08-02,50,899.5,0,899.5,350.0,549.5,4,Courier
ORD-01409,CUST-011,GFV-C001,2024-07-17,2024-07-27,5,124.95,0,124.95,45.0,79.95,10,Sea
ORD-01410,CUST-012,GFV-G001,2024-07-10,2024-07-11,5,69.95,0.1,62.96,25.0,37.96,1,Courier
ORD-01411,CUST-011,GFV-C003,2024-07-22,2024-07-27,5,99.95,0.1,89.95,37.5,52.45,5,Courier
ORD-01412,CUST-008,GFV-F001,2024-07-18,2024-07-26,5,34.95,0,34.95,15.0,19.95,8,Sea
ORD-01413,CUST-017,GFV-N002,2024-07-19,2024-07-26,10,89.9,0.1,80.91,35.0,45.91,7,Road
ORD-01414,CUST-006,GFV-F001,2024-07-10,2024-07-19,10,69.9,0,69.9,30.0,39.9,9,Air
ORD-01415,CUST-001,GFV-S001,2024-07-18,2024-07-21,50,649.5,0,649.5,225.0,424.5,3,Sea
ORD-01416,CUST-001,GFV-S004,2024-07-09,2024-07-18,100,899.0,0,899.0,350.0,549.0,9,Air
ORD-01417,CUST-013,GFV-O001,2024-07-01,2024-07-07,5,74.95,0.15,63.71,27.5,36.21,6,Road
ORD-01418,CUST-017,GFV-F002,2024-07-24,2024-07-27,5,49.95,0,49.95,19.0,30.95,3,Air
ORD-01419,CUST-014,GFV-F001,2024-07-27,2024-07-31,5,34.95,0.2,27.96,15.0,12.96,4,Air
ORD-01420,CUST-008,GFV-A003,2024-07-24,2024-07-31,5,47.45,0.05,45.08,17.5,27.58,7,Sea
ORD-01421,CUST-007,GFV-S003,2024-07-27,2024-08-01,10,119.9,0.1,107.91,40.0,67.91,5,Courier
ORD-01422,CUST-014,GFV-O003,2024-07-05,2024-07-10,10,349.9,0.15,297.41,130.0,167.41,5,Air
ORD-01423,CUST-004,GFV-S002,2024-07-16,2024-07-19,5,49.95,0.05,47.45,17.5,29.95,3,Sea
ORD-01424,CUST-007,GFV-S002,2024-07-21,2024-07-25,50,499.5,0.1,449.55,175.0,274.55,4,Sea
ORD-01425,CUST-008,GFV-O004,2024-07-03,2024-07-06,50,999.5,0.2,799.6,375.0,424.6,3,Air
ORD-01426,CUST-014,GFV-C001,2024-07-24,2024-07-29,20,499.8,0,499.8,180.0,319.8,5,Air
ORD-01427,CUST-015,GFV-A003,2024-07-04,2024-07-12,50,474.5,0,474.5,175.0,299.5,8,Air
ORD-01428,CUST-013,GFV-C001,2024-07-09,2024-07-12,20,499.8,0,499.8,180.0,319.8,3,Air
ORD-01429,CUST-007,GFV-G001,2024-07-18,2024-07-25,2,27.98,0,27.98,10.0,17.98,7,Courier
ORD-01430,CUST-007,GFV-S001,2024-07-27,2024-07-30,5,64.95,0.05,61.7,22.5,39.2,3,Road
ORD-01431,CUST-001,GFV-C002,2024-07-21,2024-07-26,2,45.98,0,45.98,17.0,28.98,5,Courier
ORD-01432,CUST-005,GFV-S004,2024-07-05,2024-07-06,10,89.9,0,89.9,35.0,54.9,1,Road
ORD-01433,CUST-013,GFV-A004,2024-07-08,2024-07-18,50,349.5,0.1,314.55,125.0,189.55,10,Air
ORD-01434,CUST-003,GFV-C004,2024-07-16,2024-07-19,100,1799.0,0,1799.0,700.0,1099.0,3,Air
ORD-01435,CUST-008,GFV-C003,2024-07-20,2024-07-24,50,999.5,0.05,949.52,375.0,574.52,4,Sea
ORD-01436,CUST-012,GFV-A004,2024-07-14,2024-07-19,10,69.9,0.15,59.42,25.0,34.42,5,Road
ORD-01437,CUST-007,GFV-C004,2024-07-20,2024-07-28,5,89.95,0.05,85.45,35.0,50.45,8,Road
ORD-01438,CUST-018,GFV-C003,2024-07-30,2024-08-03,20,399.8,0.15,339.83,150.0,189.83,4,Sea
ORD-01439,CUST-007,GFV-O002,2024-07-25,2024-07-31,10,299.9,0.1,269.91,100.0,169.91,6,Courier
ORD-01440,CUST-012,GFV-G002,2024-07-27,2024-07-29,5,39.95,0,39.95,15.0,24.95,2,Sea
ORD-01441,CUST-007,GFV-N001,2024-07-06,2024-07-13,10,249.9,0.1,224.91,100.0,124.91,7,Courier
ORD-01442,CUST-007,GFV-A003,2024-07-20,2024-07-28,50,474.5,0,474.5,175.0,299.5,8,Courier
ORD-01443,CUST-011,GFV-S004,2024-07-18,2024-07-23,10,89.9,0.05,85.41,35.0,50.41,5,Courier
ORD-01444,CUST-013,GFV-G002,2024-07-17,2024-07-23,5,39.95,0,39.95,15.0,24.95,6,Road
ORD-01445,CUST-016,GFV-O001,2024-08-01,2024-08-04,10,149.9,0.2,119.92,55.0,64.92,3,Air
ORD-01446,CUST-008,GFV-G003,2024-08-02,2024-08-12,50,349.5,0,349.5,140.0,209.5,10,Sea
ORD-01447,CUST-019,GFV-O003,2024-08-27,2024-09-05,5,174.95,0.1,157.45,65.0,92.45,9,Air
ORD-01448,CUST-019,GFV-G001,2024-08-24,2024-08-27,2,27.98,0.1,25.18,10.0,15.18,3,Courier
ORD-01449,CUST-003,GFV-A001,2024-08-12,2024-08-14,2,15.98,0.1,14.38,5.6,8.78,2,Sea
ORD-01450,CUST-004,GFV-S004,2024-08-01,2024-08-04,2,17.98,0.05,17.08,7.0,10.08,3,Courier
ORD-01451,CUST-009,GFV-S001,2024-08-05,2024-08-12,20,259.8,0.1,233.82,90.0,143.82,7,Road
ORD-01452,CUST-007,GFV-A003,2024-08-16,2024-08-21,20,189.8,0,189.8,70.0,119.8,5,Sea
ORD-01453,CUST-001,GFV-G003,2024-08-02,2024-08-11,5,34.95,0,34.95,14.0,20.95,9,Courier
ORD-01454,CUST-019,GFV-O004,2024-08-27,2024-09-01,10,199.9,0.1,179.91,75.0,104.91,5,Road
ORD-01455,CUST-018,GFV-F001,2024-08-23,2024-08-26,100,699.0,0.05,664.05,300.0,364.05,3,Sea
ORD-01456,CUST-012,GFV-S004,2024-08-24,2024-08-27,10,89.9,0.1,80.91,35.0,45.91,3,Air
ORD-01457,CUST-009,GFV-A003,2024-08-27,2024-09-03,20,189.8,0.1,170.82,70.0,100.82,7,Sea
ORD-01458,CUST-013,GFV-S003,2024-08-02,2024-08-10,5,59.95,0,59.95,20.0,39.95,8,Road
ORD-01459,CUST-007,GFV-S004,2024-08-20,2024-08-28,5,44.95,0.05,42.7,17.5,25.2,8,Air
ORD-01460,CUST-014,GFV-F002,2024-08-07,2024-08-13,5,49.95,0,49.95,19.0,30.95,6,Air
ORD-01461,CUST-019,GFV-A001,2024-08-08,2024-08-12,1,7.99,0.2,6.39,2.8,3.59,4,Courier
ORD-01462,CUST-002,GFV-F002,2024-08-02,2024-08-03,1,9.99,0,9.99,3.8,6.19,1,Road
ORD-01463,CUST-004,GFV-G003,2024-08-31,2024-09-04,10,69.9,0,69.9,28.0,41.9,4,Sea
ORD-01464,CUST-007,GFV-G002,2024-08-23,2024-08-30,10,79.9,0.05,75.91,30.0,45.91,7,Sea
ORD-01465,CUST-008,GFV-A001,2024-08-01,2024-08-07,50,399.5,0,399.5,140.0,259.5,6,Sea
ORD-01466,CUST-002,GFV-A003,2024-08-05,2024-08-12,2,18.98,0.1,17.08,7.0,10.08,7,Sea
ORD-01467,CUST-004,GFV-G001,2024-08-26,2024-09-02,5,69.95,0.2,55.96,25.0,30.96,7,Road
ORD-01468,CUST-007,GFV-O001,2024-08-15,2024-08-23,20,299.8,0.15,254.83,110.0,144.83,8,Air
ORD-01469,CUST-013,GFV-S004,2024-08-29,2024-09-05,5,44.95,0.05,42.7,17.5,25.2,7,Air
ORD-01470,CUST-013,GFV-N001,2024-08-31,2024-09-03,2,49.98,0,49.98,20.0,29.98,3,Road
ORD-01471,CUST-015,GFV-C003,2024-08-18,2024-08-27,10,199.9,0.05,189.91,75.0,114.91,9,Sea
ORD-01472,CUST-002,GFV-A001,2024-08-30,2024-09-03,10,79.9,0,79.9,28.0,51.9,4,Sea
ORD-01473,CUST-005,GFV-N001,2024-08-23,2024-08-31,100,2499.0,0.1,2249.1,1000.0,1249.1,8,Courier
ORD-01474,CUST-018,GFV-A001,2024-08-21,2024-08-31,10,79.9,0,79.9,28.0,51.9,10,Road
ORD-01475,CUST-012,GFV-A004,2024-08-13,2024-08-18,2,13.98,0,13.98,5.0,8.98,5,Road
ORD-01476,CUST-008,GFV-O004,2024-08-12,2024-08-14,5,99.95,0.15,84.96,37.5,47.46,2,Air
ORD-01477,CUST-001,GFV-S004,2024-08-20,2024-09-01,20,179.8,0.05,170.81,70.0,100.81,12,Sea
ORD-01478,CUST-008,GFV-A001,2024-08-28,2024-08-30,10,79.9,0,79.9,28.0,51.9,2,Courier
ORD-01479,CUST-002,GFV-O004,2024-08-28,2024-09-02,10,199.9,0.05,189.91,75.0,114.91,5,Courier
ORD-01480,CUST-014,GFV-O002,2024-08-04,2024-08-06,20,599.8,0,599.8,200.0,399.8,2,Road
ORD-01481,CUST-020,GFV-N001,2024-08-03,2024-08-07,5,124.95,0.1,112.45,50.0,62.45,4,Air
ORD-01482,CUST-011,GFV-N001,2024-08-09,2024-08-14,2,49.98,0,49.98,20.0,29.98,5,Air
ORD-01483,CUST-002,GFV-O001,2024-08-20,2024-08-28,20,299.8,0.2,239.84,110.0,129.84,8,Sea
ORD-01484,CUST-001,GFV-G003,2024-08-02,2024-08-05,20,139.8,0,139.8,56.0,83.8,3,Sea
ORD-01485,CUST-006,GFV-C003,2024-08-03,2024-08-06,5,99.95,0.1,89.95,37.5,52.45,3,Courier
